"Report: Workstation Report"
"Vendor: Petrel"
"Features: All"
"Locations: All"
"Assets: All"
"Workcenters: All"
"Date Range: 2025-10-01 → 2026-03-31"

"Feature","Date/Bucket","Avg Used (rounded (actual))","Avg Total (rounded (actual))","Max Total","Filtered WS Count","Filtered Workstations","All WS Count","All Workstations"
"abc_rwd","2025-10-25","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-10-26","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-10-27","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-10-28","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-10-29","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-10-30","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-10-31","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-01","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-02","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-03","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-04","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-05","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-06","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-07","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-08","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-09","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-10","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-11","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-12","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-13","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-14","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-15","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-16","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-17","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-18","0 (0.00)","171 (171.00)","171","0","","0",""
"abc_rwd","2025-11-19","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-20","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-21","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-22","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-23","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-24","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-25","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-26","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-27","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-28","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-29","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-11-30","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-01","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-02","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-03","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-04","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-05","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-06","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-07","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-08","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-09","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-10","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-11","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-12","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-13","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-14","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-15","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-16","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-17","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-18","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-19","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-20","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-21","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-22","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-23","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-24","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-25","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-26","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-27","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-28","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-29","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-30","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2025-12-31","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-01","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-02","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-03","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-04","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-05","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-06","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-07","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-08","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-09","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-10","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-11","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-12","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-13","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-14","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-15","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-16","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-17","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-18","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-19","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-20","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-21","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-22","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-23","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-24","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-25","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-26","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-27","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-28","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-29","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-30","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-01-31","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-01","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-02","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-03","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-04","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-05","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-06","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-07","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-08","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-09","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-10","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-11","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-12","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-13","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-14","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-15","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-16","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-17","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-18","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-19","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-20","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-21","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-22","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-23","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-24","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-25","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-26","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-27","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-02-28","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-01","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-02","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-03","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-04","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-05","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-06","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-07","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-08","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-09","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-10","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-11","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-12","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-13","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-14","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-15","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-16","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-17","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-18","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-19","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-20","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-21","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-22","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-23","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-24","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-25","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-26","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-27","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-28","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-29","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-30","0 (0.00)","169 (169.00)","169","0","","0",""
"abc_rwd","2026-03-31","0 (0.00)","169 (169.00)","169","0","","0",""
"O4TL_SLB_ABG","2025-12-30","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2025-12-31","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-01","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-02","0 (0.02)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-03","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-04","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-05","1 (0.53)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-06","1 (0.57)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-07","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-08","1 (0.50)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-09","0 (0.43)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-10","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-11","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-12","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-13","0 (0.24)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-14","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-15","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-16","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-17","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-18","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-19","0 (0.31)","1 (1.00)","1","1","BRDI-CEWWS045","1","BRDI-CEWWS045"
"O4TL_SLB_ABG","2026-01-20","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-21","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-22","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-23","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-24","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-25","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-26","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-27","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-28","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-01-29","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-02","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-03","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-04","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-05","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-06","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-07","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-08","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-09","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-10","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-11","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-12","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-13","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-14","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-15","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-16","0 (0.48)","1 (1.00)","1","1","BRDI-CEWWS063","1","BRDI-CEWWS063"
"O4TL_SLB_ABG","2026-02-17","1 (0.88)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-18","1 (0.82)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-19","1 (0.83)","1 (1.32)","20","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-20","1 (0.78)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-21","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-22","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-02-23","1 (0.81)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-24","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-25","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-26","1 (0.84)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-27","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-02-28","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-01","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-02","1 (0.88)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-03","1 (0.86)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-04","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-05","1 (0.86)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-06","1 (0.78)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-07","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-08","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-09","1 (1.00)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-10","1 (0.80)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-11","1 (0.80)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-12","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-13","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-14","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-15","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-16","1 (0.81)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-17","1 (0.83)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-18","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-19","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-20","1 (0.83)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-21","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-22","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-23","1 (0.85)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-24","1 (0.87)","1 (1.00)","1","1","BRDI-CEWWS059","1","BRDI-CEWWS059"
"O4TL_SLB_ABG","2026-03-25","1 (0.84)","1 (1.00)","1","2","BRDI-CEWWS012; BRDI-CEWWS059","2","BRDI-CEWWS012; BRDI-CEWWS059"
"O4TL_SLB_ABG","2026-03-26","1 (0.82)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-27","1 (1.00)","1 (1.00)","1","1","BRDI-CEWWS012","1","BRDI-CEWWS012"
"O4TL_SLB_ABG","2026-03-28","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-29","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ABG","2026-03-30","0 (0.00)","1 (1.02)","4","0","","0",""
"O4TL_SLB_ABG","2026-03-31","0 (0.00)","1 (1.00)","1","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-01","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-02","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-03","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-04","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-05","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-06","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-07","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-08","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-09","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-10","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-11","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-12","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-13","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-14","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-15","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-16","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-17","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-18","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-19","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-20","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-21","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-22","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-23","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-24","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-25","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-26","0 (0.00)","9 (9.00)","9","0","","0",""
"O4TL_SLB_ACOUSTICPLATFORM","2025-10-27","0 (0.00)","9 (9.00)","9","0","","0",""
